id,pred_label,pred_score,top2_label,top2_score,weak_label,rule_hits,uncertainty,score_gap,selection_reason,subject_summary,content_summary,manual_label,notes
jyJFlNU14Q,advertisement,0.3153362576591283,black_industry_or_policy_violation,0.2819676800385304,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""content\"", \""from\""]}"", ""risk_flags"": {}}",0.6846637423408717,0.03336857762059792,strong_conflict,Nature重大突破！全新组蛋白乳酸化修饰调控癌症和炎症等疾病,"图片无法显示？ 请点击 在线浏览NARURE亮点首次报道组蛋白乳酸化新修饰2019年10月24日，芝加哥大学赵英明教授课题组在Nature杂志发表了题为“Metabolic regulation of gene expression by histone lactylation” 的研究，首次报道了乳酸作为组蛋白翻译后的一种修饰，发挥着基因转录调控的功能。
重大科学意义：
肿瘤生物学基础性突破",phishing,
FgVN1OsYxm,advertisement,0.3153362576591283,black_industry_or_policy_violation,0.2819676800385304,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""content\"", \""from\""]}"", ""risk_flags"": {}}",0.6846637423408717,0.03336857762059792,strong_conflict,Nature重大突破！全新组蛋白乳酸化修饰调控癌症和炎症等疾病,"图片无法显示？ 请点击 在线浏览NARURE亮点首次报道组蛋白乳酸化新修饰2019年10月24日，芝加哥大学赵英明教授课题组在Nature杂志发表了题为“Metabolic regulation of gene expression by histone lactylation” 的研究，首次报道了乳酸作为组蛋白翻译后的一种修饰，发挥着基因转录调控的功能。
重大科学意义：
肿瘤生物学基础性突破",phishing,
0k2qbJn9cD,advertisement,0.3153362576591283,black_industry_or_policy_violation,0.2819676800385304,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""content\"", \""from\""]}"", ""risk_flags"": {}}",0.6846637423408717,0.03336857762059792,strong_conflict,Nature重大突破！全新组蛋白乳酸化修饰调控癌症和炎症等疾病,"图片无法显示？ 请点击 在线浏览NARURE亮点首次报道组蛋白乳酸化新修饰2019年10月24日，芝加哥大学赵英明教授课题组在Nature杂志发表了题为“Metabolic regulation of gene expression by histone lactylation” 的研究，首次报道了乳酸作为组蛋白翻译后的一种修饰，发挥着基因转录调控的功能。
重大科学意义：
肿瘤生物学基础性突破",phishing,
zVN67fJQ5Z,advertisement,0.3249618235307799,impersonation,0.2914824753762981,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.67503817646922,0.03347934815448178,long_tail_priority,[ffc13a] Journal Citation Index and and recently published articles,"FFHD Journal Citation Index in Web of Science




Welcome to this week’s newsletter. We are excited to inform you about the FFHD journal's citation progress in the Web of Science. The FFHD jo",advertisement,
Jp9OFovZd4,advertisement,0.3249618235307799,impersonation,0.2914824753762981,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.67503817646922,0.03347934815448178,long_tail_priority,[ffc13a] Journal Citation Index and and recently published articles,"FFHD Journal Citation Index in Web of Science




Welcome to this week’s newsletter. We are excited to inform you about the FFHD journal's citation progress in the Web of Science. The FFHD jo",advertisement,
QWS3aL12Up,advertisement,0.3249618235307799,impersonation,0.2914824753762981,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.67503817646922,0.03347934815448178,long_tail_priority,[ffc13a] Journal Citation Index and and recently published articles,"FFHD Journal Citation Index in Web of Science




Welcome to this week’s newsletter. We are excited to inform you about the FFHD journal's citation progress in the Web of Science. The FFHD jo",advertisement,
f6IMgWNZdk,advertisement,0.3543744716715084,malicious_link_or_attachment,0.3206628964609918,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6456255283284915,0.0337115752105166,long_tail_priority,Your manuscript submission,"Dear Dr. Ying Guo,

 AS Cancer Biology is here wishing you all the way from entire team

 I wish to reach your inbox on behalf of AS Cancer Biology. Being a Managing Editor of the journal, I f",advertisement,
51GQvKy6Zz,advertisement,0.3079695373463206,impersonation,0.2740086502233812,advertisement,"{""weak_label"": ""advertisement"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""]}"", ""risk_flags"": {}}",0.6920304626536793,0.033960887122939376,long_tail_priority,2019.11.15-截稿日期{EI &ISTP检索} 材料工程*应用 十二月国际会议,"第六届材料工程与应用国际学术会议（征稿函）

www(dot)icmea2019(dot)org请用.替换(dot)

投稿须知：

1.投稿截止时间：2019年11月15日；

2.所有稿件必须用全英文撰写，按照网站上提供的模板排版后不少于4页；

3.请在截稿日期前将您论文的WORD或PDF版本提交至会议邮箱：ICMEACONFER%VIP.163.COM 【请用@",advertisement,
4cHs6Zufw3,advertisement,0.2988294557441537,impersonation,0.2641791696796672,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7011705442558462,0.0346502860644865,long_tail_priority,Live Webinar [11/12] | The Next Wave of Digital Automation,"View this email in your browser
The Next Wave of Digital Automation

LIVE WEBINAR: 
 Tuesday, November 12th
 1:00 PM EDT | 10:00 AM PDT
Can't make it live? Register now for the replay sent later",impersonation,
LU1Eu4BMq0,advertisement,0.3605799103317446,impersonation,0.3255386348514162,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6394200896682554,0.03504127548032837,long_tail_priority,"Contribute to Systems of Systems - Engineering, Modeling, Simulation and Analysis","We are IntechOpen,
 the world’s leading publisher of Open Access books
 Built by scientists, for scientists

Dear Dr. Huang,

Due to your involvement in the field, and the research you publish",advertisement,
xieXCQ8MZ5,advertisement,0.4617356167303084,impersonation,0.4266722455191145,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.5382643832696916,0.035063371211193906,long_tail_priority,"Dear Dr. Xiaozheng Kang, - Participate in Ongoing Research","Dear Dr. Xiaozheng Kang,

Greetings for the day!

 I am Mandy Smith, Editorial Manager of “Current Trends in Medicine"". In view of your previous contributions and research interests, we are cont",advertisement,
DNb0lQ2qe3,advertisement,0.4617356167303084,impersonation,0.4266722455191145,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.5382643832696916,0.035063371211193906,long_tail_priority,"Dear Dr. Hai-Rong Xiong, - Participate in Ongoing Research","Dear Dr. Hai-Rong Xiong,

Greetings for the day!

 I am Mandy Smith, Editorial Manager of “Current Trends in Medicine"". In view of your previous contributions and research interests, we are cont",advertisement,
VWsLZex6Q8,advertisement,0.2735116299344893,malicious_link_or_attachment,0.2380206000569889,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""from\""]}"", ""risk_flags"": {}}",0.7264883700655107,0.035491029877500385,long_tail_priority,NEW: unique domains backlinks,"Having lots of backlinks from only few dozens domains?

Fix that with our unique service, get only unique domains links from high
seo metrics websites and boost ranks

read more here
http://ww",malicious_link_or_attachment,
lPJpbnMKCG,advertisement,0.2593436122335851,impersonation,0.2238390727381352,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""from\""]}"", ""risk_flags"": {}}",0.740656387766415,0.035504539495449905,long_tail_priority,Bloomingdale's Alert,"New and waiting for you.  View in browserA new Bloomingdale's gift card was listed on our marketplace. Get this deal before it sells out! Value: $75.00
 Price: $75.00   Buy Now >>   
As you brow",advertisement,
NBZQAnd6Up,advertisement,0.3608915312438013,phishing,0.3251853297055493,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.6391084687561988,0.03570620153825199,strong_conflict,#学术论文征集中#请尽快投稿,"2019 6th Material Engineering 和 Application（i/c/me/a2019）

【call for papers】

Dear madam/sir,

以下是对i.cm.ea2019的一些征稿要求：

◆ 时间地点：2019.12.20-21中国·广州

◆  所有投稿应与能源与环境材料，结构材料，功能材料，纳米级非晶体材料，材料加工和",advertisement,
lay39OMepW,advertisement,0.2637947784829244,impersonation,0.2279093488694117,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7362052215170756,0.03588542961351268,long_tail_priority,"The Trade Guys: APEC, China, and the USMCA","The Trade Guys: APEC, China, and the USMCA Email not displaying correctly?View it in your browser. Contact H. Andrew Schwartz | 202.775.3242 | aschwartz@csis.orgDear Colleagues, In this episode, the T",advertisement,
GA29sXu4Oa,advertisement,0.3077820895088379,malicious_link_or_attachment,0.2710418988197075,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6922179104911621,0.03674019068913037,long_tail_priority,NameJet Domains - Most Active Pending Delete Backorders,"Dear NameJet Customer (sinopic):

The following list of domain names contains the top Pending Delete Names currently available for backorder by . To backorder a name, simply click on one of the be",malicious_link_or_attachment,
7oeCfh6Ujt,advertisement,0.368998838723551,malicious_link_or_attachment,0.3322314991043552,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""from\""], \""malicious_link_or_attachment\"": [\""content\""]}"", ""risk_flags"": {}}",0.631001161276449,0.036767339619195816,long_tail_priority,Stork has brought you 1 new publication for "template matching","房, 

 文献鸟为您搜索到了1篇新文献。 在浏览器里阅读，或下载文献鸟手机app
全文翻译文献
template matching
Papers


Investigating appraisal-driven facial expression and inference in emotion communication. by Klaus Scherer, Anja Diec",impersonation,
wk2dL9xASb,advertisement,0.3612068206320872,impersonation,0.3230028387125617,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6387931793679127,0.03820398191952551,long_tail_priority,Invitation for you from AEMS2019 to make the submission by the date of Nov.12,"Welcome to the Third Session Conference:

The seminar for researchers,engineers,scholars,professionals in the industry establish a good communication

platform, show that they in",advertisement,
hRFb60JxKO,advertisement,0.3612068206320872,impersonation,0.3230028387125617,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6387931793679127,0.03820398191952551,long_tail_priority,Invitation for you from AEMS2019 to make the submission by the date of Nov.12,"Welcome to the Third Session Conference:

The seminar for researchers,engineers,scholars,professionals in the industry establish a good communication

platform, show that they",advertisement,
dhrDbBVx0Y,advertisement,0.3612068206320872,impersonation,0.3230028387125617,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6387931793679127,0.03820398191952551,long_tail_priority,Invitation for you from AEMS2019 to make the submission by the date of Nov.12,"Welcome to the Third Session Conference:

The seminar for researchers,engineers,scholars,professionals in the industry establish a good communication

platform, show that they i",advertisement,
rD2QSmJIeL,advertisement,0.2809694044575033,phishing,0.242338886294513,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.7190305955424967,0.03863051816299029,strong_conflict,【检索后付款】国际会议,,advertisement,
SCqU57vNDb,advertisement,0.2809694044575033,phishing,0.242338886294513,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.7190305955424967,0.03863051816299029,strong_conflict,【检索后付款】国际会议,,advertisement,
Z4Bejw5kMR,advertisement,0.2809694044575033,phishing,0.242338886294513,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.7190305955424967,0.03863051816299029,strong_conflict,【检索后付款】国际会议,,advertisement,
A9E4mHTe1K,advertisement,0.2809694044575033,phishing,0.242338886294513,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.7190305955424967,0.03863051816299029,strong_conflict,【检索后付款】国际会议,,advertisement,
U31Byos8lf,advertisement,0.2809694044575033,phishing,0.242338886294513,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.7190305955424967,0.03863051816299029,strong_conflict,【检索后付款】国际会议,,advertisement,
aDRlVuhAJf,advertisement,0.2809694044575033,phishing,0.242338886294513,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.7190305955424967,0.03863051816299029,strong_conflict,【检索后付款】国际会议,CPCI检索- 国际会议全学科征稿 ☆>详情-查看,phishing,
CFUKjbDTpa,advertisement,0.2809694044575033,phishing,0.242338886294513,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.7190305955424967,0.03863051816299029,strong_conflict,【检索后付款】国际会议,,advertisement,
LtJPVlF9WZ,advertisement,0.2809694044575033,phishing,0.242338886294513,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""subject\""]}"", ""risk_flags"": {}}",0.7190305955424967,0.03863051816299029,strong_conflict,【检索后付款】国际会议,,advertisement,
9wBROIEHrj,advertisement,0.347058198568765,impersonation,0.3083626785937059,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{}"", ""risk_flags"": {}}",0.6529418014312349,0.0386955199750591,long_tail_priority,Section Editorship- Current Topics in Medicinal Chemistry,"Current Topics in Medicinal Chemistry

October 31, 2019

 

Dr. Q.X. Hou

Tianjin Univ Sci & Technol

Tianjin Key Lab Pulp & Paper

TEDA

29,13 Ave, Tianjin 300457

China",advertisement,
pHYhdeg67O,advertisement,0.2726912143977911,malicious_link_or_attachment,0.2339651681167081,impersonation,"{""weak_label"": ""impersonation"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""fromname\""]}"", ""risk_flags"": {}}",0.7273087856022089,0.038726046281083004,long_tail_priority|strong_conflict,All for Beautiful Love and Sex,"Stop seeking for the amazing drug for ED, 
because we have what you need. Only this medicine is 
assisting almost 99% of guys around the state. 
Buy it right now and feel yourself like a normal man",advertisement,
QPK7oaGRE1,advertisement,0.361543693600646,impersonation,0.3227271122708209,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.638456306399354,0.03881658132982507,long_tail_priority,Invitation for you from AEMS2019 to make the submission by the date of Nov.12,"Welcome to the Third Session Conference:

The seminar for researchers,engineers,scholars,professionals in the industry establish a good communication

platform, show",advertisement,
VSAiq8BFXC,advertisement,0.361543693600646,impersonation,0.3227271122708209,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.638456306399354,0.03881658132982507,long_tail_priority,Invitation for you from AEMS2019 to make the submission by the date of Nov.12,"Welcome to the Third Session Conference:

The seminar for researchers,engineers,scholars,professionals in the industry establish a good communication

platform, show tha",advertisement,
vunUXKgtoc,advertisement,0.361543693600646,impersonation,0.3227271122708209,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.638456306399354,0.03881658132982507,long_tail_priority,Invitation for you from AEMS2019 to make the submission by the date of Nov.12,"Welcome to the Third Session Conference:

The seminar for researchers,engineers,scholars,professionals in the industry establish a good communication

platform, show",advertisement,
NP8T0BQJdy,advertisement,0.361543693600646,impersonation,0.3227271122708209,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.638456306399354,0.03881658132982507,long_tail_priority,Invitation for you from AEMS2019 to make the submission by the date of Nov.12,"Welcome to the Third Session Conference:

The seminar for researchers,engineers,scholars,professionals in the industry establish a good communication

platform, sh",advertisement,
PsWo03il7x,advertisement,0.361543693600646,impersonation,0.3227271122708209,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.638456306399354,0.03881658132982507,long_tail_priority,Invitation for you from AEMS2019 to make the submission by the date of Nov.12,"Welcome to the Third Session Conference:

The seminar for researchers,engineers,scholars,professionals in the industry establish a good communication

platform, show t",advertisement,
oZ7Jg4vPwB,advertisement,0.2614790930835821,malicious_link_or_attachment,0.2222715151847152,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7385209069164178,0.03920757789886689,long_tail_priority,Checking In - Mobile Apps,"Dear Dr. Liu,

We noticed your interest in our upcoming book project &ldquo;Mobile Apps&rdquo; edited by Dr. Muhammad Sarfraz.

We do not want you to miss out &ndash; there is still time to visi",advertisement,
qBIv7cPbnN,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的曾吉文老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
DFGN4opaW0,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的张可炜老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
f3Qn2L8Y5R,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的赵建勇老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
uaKxPqlces,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的张景霞老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
BL9qYPG1hR,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的朱颖达老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
Bqa312pzKP,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的张春阳老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
5stlGYK7yh,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的周君灵老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
mO79ZkXP1R,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的朱行飞老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
BCx92yVMTK,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的赵维娟老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
o6twyO3ZDq,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的张效林老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
SMoGrp148Z,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的邹远娅老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
9P6Mrv4WBH,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的孟华东老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
9pKi8rdafC,advertisement,0.316648514141126,black_industry_or_policy_violation,0.2773311161905922,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6833514858588741,0.039317397950533794,strong_conflict,科学网电子杂志2019620期,"尊敬的张远强老师：您好！



欢迎您浏览科学网电子杂志。
 科学网是由中国科学院、中国工程院、国家自然科学基金委、中国科学技术协会主管，中国科学报社主办的专业性网站。
 目前，科学网电子杂志用户数量近一百万人，主要来源于国内各大专院校和研究院所，以及近五万名海外华人科学家。    免费阅读

  

构 建 全 球 华 人 科 学 社 区科学网ScienceNet.cn电子杂",advertisement,
